;Cust_id;Year;Nationality_id;Country_booked;Nationality;Frequency;Promo_id;Recency;Country_booked_id;Score
13562;23255;2019;81;Indonesia;PH;1;2;90;1;3
13561;23254;2019;81;Japan;PH;1;2;29;2;4
13559;23249;2019;81;Philippines;PH;1;2;29;1;3
13552;23241;2019;81;USA;PH;1;1;120;2;3
13558;23248;2019;5;Australia;AU;1;1;120;2;3
13557;23247;2019;43;Indonesia;ID;1;2;59;1;3
13556;23246;2019;39;United Kingdom;HK;1;2;29;2;4
13555;23246;2019;39;France;HK;1;2;29;2;4
13554;23243;2019;81;Philippines;PH;1;2;59;1;3
13553;23242;2019;72;Indonesia;MY;1;2;120;1;3
13531;23206;2019;81;Japan;PH;1;1;304;2;3
13530;23205;2019;43;Indonesia;ID;1;1;59;1;2
13529;23203;2019;81;United Kingdom;PH;1;1;90;2;3
13504;23165;2019;81;Philippines;PH;1;1;59;1;2
13510;23175;2019;103;Italy;US;1;1;29;2;3
13509;23174;2019;43;France;ID;1;2;59;2;4
13508;23173;2019;81;Japan;PH;1;2;59;2;4
13507;23170;2019;43;Indonesia;ID;1;1;29;1;2
13506;23169;2019;43;Indonesia;ID;1;2;29;1;3
13505;23166;2019;43;Indonesia;ID;1;1;212;1;2
13503;23164;2019;39;Singapore;HK;1;1;332;1;2
13528;23203;2019;81;Japan;PH;1;1;59;2;3
13502;23163;2019;81;Australia;PH;1;1;120;2;3
13501;23162;2019;81;Greece;PH;1;1;304;2;3
13500;23160;2019;81;France;PH;1;1;243;2;3
13499;23159;2019;81;Philippines;PH;1;1;90;1;2
13498;23157;2019;81;Singapore;PH;1;1;120;1;2
13497;23155;2019;81;Indonesia;PH;1;2;59;1;3
13511;23176;2019;43;Indonesia;ID;1;1;332;1;2
13512;23177;2019;43;Indonesia;ID;1;2;29;1;3
13513;23178;2019;93;USA;SG;1;2;59;2;4
13514;23183;2019;43;Indonesia;ID;1;2;90;1;3
13515;23184;2019;43;Indonesia;ID;1;2;151;1;3
13516;23186;2019;43;Indonesia;ID;1;1;120;1;2
13517;23189;2019;43;Singapore;ID;1;2;120;1;3
13518;23191;2019;81;Singapore;PH;1;2;59;1;3
13519;23192;2019;43;Indonesia;ID;1;1;29;1;2
13520;23194;2019;81;Japan;PH;1;2;90;2;4
13521;23195;2019;43;South Korea;ID;1;2;151;2;4
13522;23197;2019;43;Japan;ID;1;2;29;2;4
13523;23198;2019;5;Australia;AU;1;2;29;2;4
13524;23199;2019;81;Philippines;PH;1;2;151;1;3
13525;23200;2019;81;Philippines;PH;1;1;90;1;2
13526;23201;2019;81;France;PH;1;2;182;2;4
13527;23202;2019;81;South Korea;PH;1;1;29;2;3
13569;23262;2019;103;USA;US;1;1;243;2;3
13570;23263;2019;43;Indonesia;ID;1;1;151;1;2
13571;23265;2019;81;Japan;PH;1;1;29;2;3
13617;23344;2019;43;Hungary;ID;1;1;59;2;3
13623;23351;2019;43;Japan;ID;1;2;29;2;4
13622;23350;2019;81;Japan;PH;1;2;59;2;4
13621;23349;2019;81;Japan;PH;1;1;29;2;3
13620;23348;2019;103;Australia;US;1;1;29;2;3
13619;23347;2019;81;Philippines;PH;1;1;120;1;2
13618;23344;2019;43;Japan;ID;1;2;120;2;4
13616;23337;2019;24;Netherlands;DE;1;1;29;2;3
13608;23326;2019;16;Philippines;CA;1;1;59;1;2
13615;23334;2019;81;Philippines;PH;1;2;29;1;3
13614;23333;2019;30;Hong Kong;ES;1;1;29;2;3
13613;23332;2019;81;France;PH;1;1;59;2;3
13612;23328;2019;81;Philippines;PH;1;1;29;1;2
13611;23328;2019;81;Morocco;PH;1;1;151;2;3
13610;23328;2019;81;Hong Kong;PH;1;1;212;2;3
13624;23352;2019;43;Indonesia;ID;1;1;151;1;2
13625;23353;2019;81;Japan;PH;1;2;273;2;4
13626;23356;2019;5;Japan;AU;1;2;332;2;4
13627;23357;2019;81;Japan;PH;1;2;29;2;4
13628;23358;2019;81;Japan;PH;1;1;29;2;3
13629;23359;2019;93;Singapore;SG;1;2;90;1;3
13630;23360;2019;71;USA;MX;1;1;59;2;3
13631;23361;2019;81;Hong Kong;PH;1;1;120;2;3
13632;23362;2019;81;Philippines;PH;1;2;59;1;3
13634;23364;2019;43;Japan;ID;1;1;304;2;3
13635;23365;2019;43;Egypt;ID;1;1;304;2;3
13636;23365;2019;43;Germany;ID;1;2;120;2;4
13637;23366;2019;81;Japan;PH;1;2;29;2;4
13638;23367;2019;81;Italy;PH;1;1;182;2;3
13639;23371;2019;43;Japan;ID;1;1;29;2;3
13640;23372;2019;81;USA;PH;1;1;29;2;3
13641;23373;2019;81;USA;PH;1;1;120;2;3
13609;23327;2019;81;Philippines;PH;1;1;120;1;2
13607;23325;2019;81;Hong Kong;PH;1;1;363;2;3
13572;23267;2019;43;Indonesia;ID;1;1;29;1;2
13580;23279;2019;81;Philippines;PH;1;2;59;1;3
13587;23286;2019;103;USA;US;1;1;90;2;3
13585;23284;2019;43;Indonesia;ID;1;1;182;1;2
13584;23284;2019;43;France;ID;1;1;29;2;3
13583;23283;2019;43;Australia;ID;1;2;212;2;4
13582;23282;2019;43;Indonesia;ID;1;1;29;1;2
13581;23280;2019;43;Singapore;ID;1;2;59;1;3
13579;23274;2019;81;Greece;PH;1;1;90;2;3
13606;23323;2019;81;United Kingdom;PH;1;1;304;2;3
13578;23273;2019;81;Canada;PH;1;1;182;2;3
13577;23272;2019;81;USA;PH;1;1;59;2;3
13576;23271;2019;43;Japan;ID;1;1;304;2;3
13575;23270;2019;81;Japan;PH;1;2;151;2;4
13574;23269;2019;43;Singapore;ID;1;2;273;1;3
13573;23268;2019;43;Indonesia;ID;1;1;363;1;2
13588;23289;2019;81;United Kingdom;PH;1;1;90;2;3
13589;23292;2019;43;Japan;ID;1;1;90;2;3
13590;23293;2019;81;Philippines;PH;1;1;243;1;2
13591;23300;2019;43;Indonesia;ID;1;1;151;1;2
13592;23303;2019;75;Italy;NO;1;1;243;2;3
13593;23304;2019;43;Indonesia;ID;1;2;212;1;3
13594;23305;2019;43;Indonesia;ID;1;2;29;1;3
13595;23307;2019;43;Indonesia;ID;1;1;59;1;2
13596;23309;2019;43;South Korea;ID;1;1;120;2;3
13597;23311;2019;44;Japan;IE;1;2;29;2;4
13598;23316;2019;81;Japan;PH;1;2;273;2;4
13599;23317;2019;81;South Korea;PH;1;1;90;2;3
13600;23319;2019;43;Italy;ID;1;1;59;2;3
13601;23319;2019;43;Japan;ID;1;1;304;2;3
13602;23320;2019;97;South Korea;TH;1;1;29;2;3
13603;23321;2019;81;France;PH;1;2;90;2;4
13604;23322;2019;81;Philippines;PH;1;1;120;1;2
13791;23616;2019;43;Japan;ID;1;2;90;2;4
13793;23618;2019;5;Japan;AU;1;1;332;2;3
13495;23152;2019;43;Singapore;ID;1;1;29;1;2
13988;23952;2019;43;Indonesia;ID;1;1;59;1;2
13994;23963;2019;43;Indonesia;ID;1;1;151;1;2
13993;23960;2019;43;Indonesia;ID;1;2;29;1;3
13992;23957;2019;43;Hong Kong;ID;1;2;59;2;4
13991;23955;2019;43;Indonesia;ID;1;1;151;1;2
13990;23954;2019;93;USA;SG;1;2;90;2;4
13989;23953;2019;43;Singapore;ID;1;2;90;1;3
13987;23946;2019;39;Singapore;HK;1;1;304;1;2
13996;23969;2019;43;Indonesia;ID;1;2;120;1;3
13986;23943;2019;43;Indonesia;ID;1;2;29;1;3
13985;23942;2019;43;Indonesia;ID;1;1;29;1;2
13984;23941;2019;43;South Korea;ID;1;1;59;2;3
13983;23940;2019;43;New Zealand;ID;1;2;120;2;4
13982;23940;2019;43;Japan;ID;1;1;243;2;3
13981;23937;2019;103;USA;US;1;1;212;2;3
13995;23965;2019;43;Indonesia;ID;1;2;29;1;3
13997;23970;2019;81;Philippines;PH;1;2;29;1;3
13942;23874;2019;43;Indonesia;ID;1;1;59;1;2
14007;23988;2019;103;USA;US;1;1;59;2;3
14013;23996;2019;103;France;US;1;1;29;2;3
14012;23995;2019;103;Austria;US;1;1;29;2;3
14011;23994;2019;43;Switzerland;ID;1;2;120;2;4
14010;23993;2019;81;Japan;PH;1;1;120;2;3
14009;23991;2019;93;Singapore;SG;1;2;90;1;3
14008;23990;2019;43;Australia;ID;1;2;243;2;4
14006;23987;2019;43;Indonesia;ID;1;1;120;1;2
13998;23972;2019;43;Australia;ID;1;1;90;2;3
14005;23983;2019;43;USA;ID;1;1;29;2;3
14004;23982;2019;93;Australia;SG;1;2;273;2;4
14003;23979;2019;43;USA;ID;1;1;151;2;3
14002;23978;2019;93;France;SG;1;2;120;2;4
14001;23977;2019;43;United Kingdom;ID;1;1;29;2;3
13999;23974;2019;43;Switzerland;ID;1;1;90;2;3
13980;23936;2019;43;Indonesia;ID;1;1;120;1;2
13979;23935;2019;16;USA;CA;1;2;29;2;4
13978;23933;2019;43;USA;ID;1;2;304;2;4
13951;23890;2019;81;Australia;PH;1;2;59;2;4
13957;23901;2019;81;Philippines;PH;1;2;29;1;3
13956;23899;2019;81;France;PH;1;1;59;2;3
13955;23895;2019;81;Singapore;PH;1;2;90;1;3
13954;23894;2019;43;Indonesia;ID;1;2;29;1;3
13953;23892;2019;81;Singapore;PH;1;1;151;1;2
13952;23891;2019;81;Philippines;PH;1;2;29;1;3
13950;23889;2019;43;Indonesia;ID;1;1;59;1;2
13977;23931;2019;43;Indonesia;ID;1;2;29;1;3
13949;23887;2019;81;South Korea;PH;1;2;151;2;4
13948;23885;2019;16;Canada;CA;1;1;304;2;3
13947;23884;2019;43;France;ID;1;1;59;2;3
13946;23881;2019;103;USA;US;1;1;212;2;3
13945;23880;2019;43;Indonesia;ID;1;2;29;1;3
13944;23878;2019;43;Indonesia;ID;1;1;29;1;2
13958;23905;2019;81;USA;PH;1;2;243;2;4
13959;23907;2019;93;United Kingdom;SG;1;2;29;2;4
13960;23909;2019;81;Thailand;PH;1;1;151;2;3
13961;23910;2019;81;Philippines;PH;1;1;29;1;2
13962;23911;2019;43;Greece;ID;1;1;120;2;3
13963;23914;2019;39;France;HK;1;2;59;2;4
13964;23915;2019;81;Indonesia;PH;1;2;59;1;3
13965;23916;2019;43;Japan;ID;1;1;332;2;3
13966;23917;2019;93;Singapore;SG;1;2;29;1;3
13967;23919;2019;43;Indonesia;ID;1;2;243;1;3
13968;23921;2019;43;Indonesia;ID;1;1;59;1;2
13971;23924;2019;93;South Korea;SG;1;1;29;2;3
13972;23925;2019;93;Australia;SG;1;2;304;2;4
13973;23926;2019;103;USA;US;1;1;29;2;3
13974;23927;2019;43;Australia;ID;1;1;29;2;3
13975;23928;2019;43;Indonesia;ID;1;1;363;1;2
13976;23929;2019;43;Indonesia;ID;1;2;120;1;3
14014;23998;2019;43;Indonesia;ID;1;1;29;1;2
14015;23999;2019;43;Indonesia;ID;1;1;182;1;2
14016;24000;2019;43;Singapore;ID;1;1;59;1;2
14061;24096;2019;43;Indonesia;ID;1;2;29;1;3
14067;24104;2019;43;Indonesia;ID;1;2;29;1;3
14066;24103;2019;43;Indonesia;ID;1;2;29;1;3
14065;24102;2019;43;United Kingdom;ID;1;1;59;2;3
14064;24100;2019;43;Indonesia;ID;1;2;29;1;3
14063;24098;2019;43;United Kingdom;ID;1;2;90;2;4
14062;24097;2019;43;Australia;ID;1;2;363;2;4
14060;24094;2019;43;Thailand;ID;1;1;90;2;3
14052;24078;2019;43;Japan;ID;1;1;332;2;3
14059;24094;2019;43;Singapore;ID;1;1;90;1;2
14058;24092;2019;43;Indonesia;ID;1;2;29;1;3
14057;24090;2019;43;Singapore;ID;1;2;29;1;3
14056;24089;2019;43;Indonesia;ID;1;1;29;1;2
14055;24087;2019;43;South Korea;ID;1;1;59;2;3
14054;24086;2019;43;Indonesia;ID;1;1;59;1;2
14068;24105;2019;43;Japan;ID;1;2;29;2;4
14069;24106;2019;43;United Kingdom;ID;1;2;212;2;4
14070;24108;2019;43;Indonesia;ID;1;1;29;1;2
14071;24110;2019;43;Indonesia;ID;1;1;29;1;2
14072;24111;2019;5;Singapore;AU;1;2;120;1;3
14073;24112;2019;43;Indonesia;ID;1;1;120;1;2
14074;24113;2019;43;United Kingdom;ID;1;1;29;2;3
14075;24114;2019;43;Japan;ID;1;2;90;2;4
14076;24115;2019;43;Indonesia;ID;1;2;29;1;3
14077;24116;2019;43;Singapore;ID;1;2;59;1;3
14078;24117;2019;103;Indonesia;US;1;1;243;1;2
14079;24118;2019;43;Indonesia;ID;1;1;151;1;2
14080;24122;2019;43;Japan;ID;1;1;243;2;3
14081;24123;2019;43;Australia;ID;1;1;29;2;3
14082;24124;2019;43;France;ID;1;1;120;2;3
14083;24126;2019;43;Indonesia;ID;1;2;120;1;3
14084;24126;2019;43;Singapore;ID;1;2;29;1;3
14053;24085;2019;43;Indonesia;ID;1;2;29;1;3
14051;24076;2019;43;Japan;ID;1;2;29;2;4
14017;24006;2019;43;Indonesia;ID;1;2;29;1;3
14025;24024;2019;43;Indonesia;ID;1;1;332;1;2
14032;24040;2019;39;Singapore;HK;1;2;90;1;3
14031;24039;2019;93;Japan;SG;1;1;90;2;3
14029;24034;2019;43;Japan;ID;1;1;332;2;3
14028;24032;2019;43;South Korea;ID;1;1;29;2;3
14027;24030;2019;43;Indonesia;ID;1;1;29;1;2
14026;24029;2019;72;Philippines;MY;1;2;120;1;3
14024;24022;2019;81;Philippines;PH;1;1;120;1;2
14050;24076;2019;43;Indonesia;ID;1;2;59;1;3
14023;24021;2019;81;Indonesia;PH;1;2;59;1;3
14022;24020;2019;93;Singapore;SG;1;2;59;1;3
14021;24018;2019;16;Canada;CA;1;1;273;2;3
14020;24016;2019;43;Indonesia;ID;1;1;59;1;2
14019;24013;2019;43;Hong Kong;ID;1;2;151;2;4
14018;24008;2019;103;France;US;1;2;304;2;4
14033;24042;2019;43;Indonesia;ID;1;1;212;1;2
14034;24046;2019;5;France;AU;1;2;273;2;4
14035;24049;2019;43;France;ID;1;1;332;2;3
14036;24052;2019;81;Japan;PH;1;1;59;2;3
14037;24053;2019;81;Singapore;PH;1;1;59;1;2
14038;24054;2019;43;Indonesia;ID;1;2;29;1;3
14039;24056;2019;46;France;IN;1;1;29;2;3
14040;24057;2019;43;Indonesia;ID;1;2;29;1;3
14041;24058;2019;43;South Korea;ID;1;1;120;2;3
14042;24059;2019;43;South Korea;ID;1;1;120;2;3
14043;24066;2019;93;Australia;SG;1;2;29;2;4
14044;24068;2019;43;USA;ID;1;1;90;2;3
14045;24069;2019;81;South Korea;PH;1;1;304;2;3
14046;24070;2019;43;Indonesia;ID;1;1;29;1;2
14047;24072;2019;43;Indonesia;ID;1;2;29;1;3
14048;24074;2019;43;South Korea;ID;1;2;29;2;4
14049;24075;2019;43;Indonesia;ID;1;2;29;1;3
13943;23875;2019;43;Indonesia;ID;1;2;29;1;3
13941;23873;2019;43;Singapore;ID;1;1;151;1;2
13794;23619;2019;81;South Korea;PH;1;1;151;2;3
13841;23697;2019;39;South Korea;HK;1;1;90;2;3
13847;23705;2019;103;Canada;US;1;1;29;2;3
13846;23704;2019;103;France;US;1;1;29;2;3
13845;23701;2019;0;Philippines;AE;1;2;59;1;3
13844;23700;2019;81;New Zealand;PH;1;2;151;2;4
13843;23700;2019;81;Latvia;PH;1;2;29;2;4
13842;23698;2019;43;South Korea;ID;1;1;363;2;3
13839;23695;2019;93;Netherlands;SG;1;1;243;2;3
13849;23712;2019;43;France;ID;1;2;182;2;4
13838;23695;2019;93;Japan;SG;1;2;59;2;4
13837;23693;2019;81;Japan;PH;1;2;29;2;4
13836;23692;2019;81;Singapore;PH;1;1;59;1;2
13835;23691;2019;16;Japan;CA;1;2;59;2;4
13834;23690;2019;81;Japan;PH;1;2;59;2;4
13833;23689;2019;35;France;GB;1;2;29;2;4
13848;23709;2019;81;Japan;PH;1;1;273;2;3
13850;23714;2019;81;United Kingdom;PH;1;1;29;2;3
13940;23871;2019;43;Indonesia;ID;1;2;151;1;3
13859;23736;2019;43;USA;ID;1;1;212;2;3
13865;23745;2019;93;India;SG;1;1;212;2;3
13864;23742;2019;43;Indonesia;ID;1;2;29;1;3
13863;23740;2019;43;Australia;ID;1;1;182;2;3
13862;23738;2019;43;Indonesia;ID;1;1;151;1;2
13861;23737;2019;81;USA;PH;1;1;120;2;3
13860;23737;2019;81;Philippines;PH;1;2;90;1;3
13858;23735;2019;93;Japan;SG;1;1;90;2;3
13851;23721;2019;43;Australia;ID;1;2;212;2;4
13857;23734;2019;81;Japan;PH;1;1;29;2;3
13856;23732;2019;103;Japan;US;1;1;29;2;3
13855;23731;2019;81;Philippines;PH;1;1;90;1;2
13854;23727;2019;43;USA;ID;1;1;29;2;3
13853;23726;2019;43;Indonesia;ID;1;2;59;1;3
13852;23724;2019;43;Japan;ID;1;1;212;2;3
13832;23684;2019;46;USA;IN;1;1;90;2;3
13831;23682;2019;5;Australia;AU;1;1;59;2;3
13830;23680;2019;43;Indonesia;ID;1;2;29;1;3
13803;23631;2019;97;Japan;TH;1;1;59;2;3
13810;23646;2019;72;Turkey;MY;1;1;243;2;3
13809;23645;2019;43;Japan;ID;1;1;304;2;3
13808;23643;2019;43;Singapore;ID;1;1;120;1;2
13807;23640;2019;43;Indonesia;ID;1;2;182;1;3
13806;23638;2019;43;Indonesia;ID;1;1;120;1;2
13805;23633;2019;43;Singapore;ID;1;2;151;1;3
13802;23630;2019;97;Netherlands;TH;1;1;29;2;3
13829;23677;2019;43;Indonesia;ID;1;2;29;1;3
13801;23626;2019;12;Japan;BN;1;2;29;2;4
13800;23624;2019;93;Thailand;SG;1;2;182;2;4
13799;23623;2019;33;Italy;FR;1;1;29;2;3
13798;23622;2019;43;Hong Kong;ID;1;1;59;2;3
13796;23620;2019;72;Turkey;MY;1;2;151;2;4
13795;23620;2019;72;Thailand;MY;1;2;212;2;4
13811;23647;2019;43;USA;ID;1;1;243;2;3
13812;23650;2019;81;Indonesia;PH;1;2;90;1;3
13813;23652;2019;43;Indonesia;ID;1;1;59;1;2
13814;23653;2019;43;Indonesia;ID;1;1;120;1;2
13815;23657;2019;39;Japan;HK;1;1;29;2;3
13816;23658;2019;81;Japan;PH;1;1;59;2;3
13817;23659;2019;43;USA;ID;1;1;29;2;3
13818;23660;2019;43;France;ID;1;1;120;2;3
13820;23664;2019;93;Philippines;SG;1;1;29;1;2
13821;23667;2019;72;Australia;MY;1;1;29;2;3
13822;23669;2019;93;Philippines;SG;1;1;363;1;2
13823;23670;2019;43;Indonesia;ID;1;2;151;1;3
13824;23671;2019;43;Australia;ID;1;1;59;2;3
13825;23672;2019;43;Indonesia;ID;1;2;363;1;3
13826;23674;2019;43;Singapore;ID;1;1;59;1;2
13827;23675;2019;43;Indonesia;ID;1;1;29;1;2
13828;23676;2019;43;Indonesia;ID;1;2;151;1;3
13866;23745;2019;93;Singapore;SG;1;2;90;1;3
13867;23746;2019;93;Japan;SG;1;2;151;2;4
13868;23748;2019;43;Indonesia;ID;1;2;90;1;3
13914;23830;2019;43;Indonesia;ID;1;1;59;1;2
13921;23840;2019;43;Indonesia;ID;1;1;120;1;2
13920;23839;2019;43;Indonesia;ID;1;2;29;1;3
13918;23836;2019;43;USA;ID;1;2;273;2;4
13917;23833;2019;43;Indonesia;ID;1;2;29;1;3
13916;23832;2019;43;Indonesia;ID;1;2;90;1;3
13915;23831;2019;43;Indonesia;ID;1;2;59;1;3
13913;23828;2019;43;Japan;ID;1;1;120;2;3
13905;23812;2019;39;South Korea;HK;1;2;273;2;4
13912;23827;2019;43;Indonesia;ID;1;2;120;1;3
13911;23825;2019;43;Indonesia;ID;1;1;59;1;2
13910;23824;2019;43;Indonesia;ID;1;2;29;1;3
13909;23823;2019;43;Indonesia;ID;1;1;29;1;2
13908;23820;2019;43;Czech Republic;ID;1;2;243;2;4
13907;23817;2019;43;Japan;ID;1;1;29;2;3
13922;23843;2019;43;Indonesia;ID;1;1;151;1;2
13923;23844;2019;43;Canada;ID;1;1;273;2;3
13924;23844;2019;43;Japan;ID;1;1;90;2;3
13925;23845;2019;43;Australia;ID;1;1;243;2;3
13926;23845;2019;43;Singapore;ID;1;2;59;1;3
13927;23849;2019;43;Indonesia;ID;1;1;29;1;2
13928;23850;2019;105;Netherlands;ZA;1;1;59;2;3
13929;23851;2019;93;Japan;SG;1;1;243;2;3
13930;23852;2019;81;Philippines;PH;1;1;59;1;2
13931;23853;2019;103;France;US;1;2;212;2;4
13932;23855;2019;93;Australia;SG;1;2;243;2;4
13933;23857;2019;105;France;ZA;1;1;29;2;3
13934;23859;2019;103;France;US;1;1;29;2;3
13935;23860;2019;43;Philippines;ID;1;2;59;1;3
13937;23863;2019;93;Australia;SG;1;1;182;2;3
13938;23865;2019;81;Canada;PH;1;2;212;2;4
13939;23870;2019;43;Indonesia;ID;1;2;29;1;3
13906;23816;2019;43;Indonesia;ID;1;1;59;1;2
13904;23810;2019;43;Indonesia;ID;1;2;151;1;3
13869;23749;2019;103;Spain;US;1;2;59;2;4
13877;23761;2019;43;Japan;ID;1;1;90;2;3
13883;23771;2019;46;USA;IN;1;1;90;2;3
13882;23769;2019;43;Indonesia;ID;1;2;29;1;3
13881;23767;2019;72;Japan;MY;1;2;90;2;4
13880;23765;2019;43;Indonesia;ID;1;1;29;1;2
13879;23763;2019;103;United Kingdom;US;1;2;90;2;4
13878;23762;2019;43;Indonesia;ID;1;2;151;1;3
13876;23760;2019;43;Japan;ID;1;2;29;2;4
13903;23809;2019;24;Singapore;DE;1;2;90;1;3
13875;23757;2019;39;Australia;HK;1;1;29;2;3
13874;23756;2019;81;USA;PH;1;1;59;2;3
13873;23754;2019;97;USA;TH;1;1;182;2;3
13872;23753;2019;81;USA;PH;1;2;273;2;4
13871;23752;2019;81;Indonesia;PH;1;1;29;1;2
13870;23751;2019;43;Japan;ID;1;1;59;2;3
13884;23772;2019;35;France;GB;1;1;29;2;3
13885;23773;2019;93;United Arab Emirates;SG;1;1;363;2;3
13886;23776;2019;43;South Korea;ID;1;2;29;2;4
13887;23777;2019;43;Indonesia;ID;1;1;90;1;2
13888;23778;2019;43;Indonesia;ID;1;1;59;1;2
13889;23779;2019;43;Indonesia;ID;1;1;151;1;2
13891;23781;2019;43;Japan;ID;1;1;29;2;3
13892;23786;2019;81;Philippines;PH;1;1;29;1;2
13893;23788;2019;43;Indonesia;ID;1;2;29;1;3
13894;23789;2019;93;Indonesia;SG;1;1;304;1;2
13895;23790;2019;81;Philippines;PH;1;2;59;1;3
13896;23791;2019;93;Thailand;SG;1;1;29;2;3
13897;23795;2019;43;Japan;ID;1;2;363;2;4
13898;23797;2019;103;Japan;US;1;1;273;2;3
13900;23803;2019;43;Indonesia;ID;1;2;29;1;3
13901;23807;2019;43;Indonesia;ID;1;2;120;1;3
13902;23808;2019;81;Singapore;PH;1;2;29;1;3
13496;23153;2019;81;Philippines;PH;1;1;59;1;2
13494;23150;2019;81;USA;PH;1;1;120;2;3
12903;22128;2019;43;Indonesia;ID;1;2;29;1;3
12153;20862;2019;81;Singapore;PH;1;1;243;1;2
13099;22453;2019;43;Indonesia;ID;1;2;29;1;3
13098;22452;2019;43;Singapore;ID;1;1;120;1;2
13097;22451;2019;43;Indonesia;ID;1;1;59;1;2
13096;22450;2019;43;Indonesia;ID;1;1;59;1;2
13095;22449;2019;93;Australia;SG;1;1;29;2;3
13094;22448;2019;43;Japan;ID;1;1;182;2;3
13093;22447;2019;12;Indonesia;BN;1;1;120;1;2
13101;22456;2019;81;Philippines;PH;1;2;29;1;3
13092;22444;2019;43;South Korea;ID;1;2;182;2;4
13091;22443;2019;43;Singapore;ID;1;1;90;1;2
13090;22440;2019;93;Japan;SG;1;1;151;2;3
13089;22439;2019;43;Indonesia;ID;1;1;90;1;2
13088;22437;2019;103;USA;US;1;1;151;2;3
13087;22436;2019;5;Australia;AU;1;1;29;2;3
13100;22455;2019;93;Turkey;SG;1;2;363;2;4
13102;22461;2019;91;France;SA;1;1;29;2;3
13048;22380;2019;43;Thailand;ID;1;2;29;2;4
13112;22480;2019;43;Indonesia;ID;1;2;29;1;3
13120;22489;2019;97;Japan;TH;1;1;90;2;3
13117;22484;2019;43;Singapore;ID;1;2;29;1;3
13116;22483;2019;81;Philippines;PH;1;2;29;1;3
13115;22482;2019;43;New Zealand;ID;1;2;151;2;4
13114;22481;2019;39;United Kingdom;HK;1;2;90;2;4
13113;22480;2019;43;Singapore;ID;1;1;273;1;2
13111;22474;2019;43;South Korea;ID;1;2;90;2;4
13103;22462;2019;81;Italy;PH;1;1;243;2;3
13110;22473;2019;43;Japan;ID;1;1;243;2;3
13109;22473;2019;43;Indonesia;ID;1;1;212;1;2
13107;22469;2019;81;Japan;PH;1;1;212;2;3
13106;22468;2019;81;Philippines;PH;1;1;212;1;2
13105;22464;2019;81;Indonesia;PH;1;1;59;1;2
13104;22463;2019;43;Indonesia;ID;1;1;29;1;2
13086;22435;2019;43;France;ID;1;1;243;2;3
13085;22434;2019;43;France;ID;1;1;120;2;3
13084;22432;2019;43;Australia;ID;1;1;90;2;3
13058;22396;2019;43;Japan;ID;1;1;120;2;3
13064;22402;2019;43;Indonesia;ID;1;2;90;1;3
13063;22401;2019;43;France;ID;1;2;273;2;4
13062;22400;2019;43;Indonesia;ID;1;2;29;1;3
13061;22399;2019;43;Indonesia;ID;1;2;59;1;3
13060;22398;2019;43;United Kingdom;ID;1;1;59;2;3
13059;22398;2019;43;Indonesia;ID;1;1;243;1;2
13057;22396;2019;43;France;ID;1;1;304;2;3
13083;22431;2019;43;United Kingdom;ID;1;1;29;2;3
13056;22393;2019;43;Indonesia;ID;1;2;29;1;3
13054;22389;2019;81;Japan;PH;1;1;59;2;3
13053;22388;2019;43;Indonesia;ID;1;2;29;1;3
13052;22385;2019;43;Indonesia;ID;1;1;90;1;2
13051;22383;2019;43;Thailand;ID;1;1;59;2;3
13050;22382;2019;43;Indonesia;ID;1;2;29;1;3
13065;22402;2019;43;USA;ID;1;2;212;2;4
13066;22407;2019;43;USA;ID;1;2;59;2;4
13067;22409;2019;43;France;ID;1;1;120;2;3
13068;22410;2019;43;Indonesia;ID;1;1;29;1;2
13069;22411;2019;43;Japan;ID;1;1;212;2;3
13070;22412;2019;43;Japan;ID;1;2;332;2;4
13071;22412;2019;43;Singapore;ID;1;2;151;1;3
13072;22413;2019;43;Indonesia;ID;1;1;29;1;2
13073;22414;2019;43;Indonesia;ID;1;1;273;1;2
13074;22415;2019;43;South Korea;ID;1;2;29;2;4
13075;22417;2019;43;Indonesia;ID;1;1;29;1;2
13076;22418;2019;43;Japan;ID;1;2;363;2;4
13077;22420;2019;43;Indonesia;ID;1;1;29;1;2
13078;22420;2019;43;Japan;ID;1;1;29;2;3
13080;22427;2019;93;Thailand;SG;1;1;59;2;3
13081;22428;2019;43;Indonesia;ID;1;1;29;1;2
13082;22429;2019;43;USA;ID;1;2;273;2;4
13121;22491;2019;43;Japan;ID;1;2;363;2;4
13122;22491;2019;43;Scotland;ID;1;2;212;2;4
13123;22493;2019;43;Indonesia;ID;1;2;29;1;3
13169;22574;2019;43;Indonesia;ID;1;1;59;1;2
13175;22589;2019;43;Japan;ID;1;1;243;2;3
13174;22587;2019;103;USA;US;1;2;304;2;4
13173;22584;2019;43;Singapore;ID;1;2;29;1;3
13172;22578;2019;43;Indonesia;ID;1;2;363;1;3
13171;22576;2019;93;Japan;SG;1;2;90;2;4
13170;22575;2019;43;Indonesia;ID;1;1;29;1;2
13168;22571;2019;43;Indonesia;ID;1;2;29;1;3
13160;22559;2019;93;Hong Kong;SG;1;2;304;2;4
13167;22570;2019;43;Indonesia;ID;1;1;29;1;2
13166;22568;2019;43;Indonesia;ID;1;2;29;1;3
13165;22567;2019;43;Indonesia;ID;1;1;304;1;2
13164;22566;2019;43;Indonesia;ID;1;2;29;1;3
